,email_id,email_class,num_chars,num_newlines,num_special_chars,num_words,num_unique_words,num_sentences,num_upper_sentences,num_lower_sentences,avg_word_size,num_small_words,freq_small_words,num_big_words,freq_big_words,num_huge_words,freq_huge_words,avg_sentence_chars,avg_sentence_words,std_sentence_chars,std_sentence_words,min_sentence_chars,min_sentence_words,max_sentence_chars,max_sentence_words,words_to_chars,unique_words_to_words,special_chars_to_chars,dots_to_chars,commas_to_chars,questionmark_to_chars,exclamationmark_to_chars,chars_to_lines,alpha_tokens_to_words,words_to_lines,flesch_kincaid,flesch,gunning_fog,coleman_liau,dale_chall,automated_readability_index,linsear_write,spache,errors
950,1188.0,1.0,2085.0,74.0,96.0,271.0,125.0,14.0,12.0,2.0,5.785977859778598,64.0,0.23616236162361623,107.0,0.3948339483394834,0.0,0.0,146.42857142857142,19.357142857142858,163.63797772858854,18.034122984961996,39.0,6.0,599.0,65.0,0.1299760191846523,0.4612546125461255,0.0460431654676259,0.006235011990407674,0.0014388489208633094,0.0,0.0,27.8,0.753956834532374,3.6133333333333337,14.349794553272819,28.6899414715719,12.82379359770664,15.222876254180594,12.247553416149069,15.208705207835642,15.535714285714286,8.970089584328715,23.0
951,2562.0,0.0,624.0,32.0,21.0,68.0,52.0,3.0,3.0,0.0,5.573529411764706,21.0,0.3088235294117647,23.0,0.3382352941176471,0.0,0.0,206.0,22.666666666666668,154.89996772110703,8.055363982396383,92.0,16.0,425.0,34.0,0.10897435897435898,0.7647058823529411,0.03365384615384615,0.004807692307692308,0.004807692307692308,0.0,0.0,18.90909090909091,0.7516025641025641,2.0606060606060606,14.705623553189966,40.76222307602538,16.446582536428263,12.131081033596727,12.121236752487656,17.11479420634544,19.67200323334454,9.573069307199175,40.0
952,2883.0,0.0,485.0,5.0,7.0,81.0,66.0,4.0,4.0,0.0,4.814814814814815,32.0,0.3950617283950617,22.0,0.2716049382716049,0.0,0.0,118.75,20.25,36.98901864067226,7.39509972887452,91.0,15.0,182.0,33.0,0.1670103092783505,0.8148148148148148,0.01443298969072165,0.008247422680412371,0.004123711340206186,0.0,0.0,80.83333333333333,0.8020618556701031,13.499999999999998,14.705623553189966,40.76222307602538,16.446582536428263,12.131081033596727,12.121236752487656,17.11479420634544,19.67200323334454,9.573069307199175,2.0
953,1097.0,1.0,316.0,8.0,15.0,43.0,40.0,1.0,1.0,0.0,5.883720930232558,11.0,0.2558139534883721,17.0,0.3953488372093023,0.0,0.0,316.0,43.0,0.0,0.0,316.0,43.0,316.0,43.0,0.1360759493670886,0.9302325581395349,0.04746835443037975,0.0,0.00949367088607595,0.0,0.0,35.111111111111114,0.7468354430379747,4.777777777777779,14.705623553189966,40.76222307602538,16.446582536428263,12.131081033596727,12.121236752487656,17.11479420634544,19.67200323334454,9.573069307199175,26.0
954,1819.0,1.0,406.0,8.0,17.0,57.0,38.0,4.0,3.0,1.0,5.824561403508772,15.0,0.2631578947368421,22.0,0.38596491228070173,0.0,0.0,100.75,14.25,61.283664218125864,8.166241485530538,6.0,1.0,167.0,23.0,0.14039408866995073,0.6666666666666666,0.04187192118226601,0.007389162561576354,0.0,0.0,0.0,45.111111111111114,0.8004926108374384,6.333333333333334,14.705623553189966,40.76222307602538,16.446582536428263,12.131081033596727,12.121236752487656,17.11479420634544,19.67200323334454,9.573069307199175,3.0
955,2631.0,0.0,1453.0,13.0,59.0,231.0,140.0,12.0,11.0,1.0,4.3896103896103895,104.0,0.45021645021645024,48.0,0.2077922077922078,0.0,0.0,119.66666666666667,19.333333333333332,108.10976931906858,13.237153101109852,11.0,2.0,429.0,49.0,0.15898141775636615,0.6060606060606061,0.040605643496214726,0.006882312456985547,0.0055058499655884375,0.0006882312456985547,0.0,103.78571428571429,0.7508602890571232,16.500000000000004,9.76623216601816,61.653503566796374,13.08028534370947,8.991906614785993,9.98257989623865,10.244247730220494,13.875,7.3723686770428,23.0
956,475.0,1.0,1188.0,15.0,40.0,184.0,55.0,11.0,11.0,0.0,5.228260869565218,52.0,0.2826086956521739,54.0,0.29347826086956524,0.0,0.0,106.54545454545455,16.727272727272727,46.67365158273044,8.528997693333757,39.0,6.0,189.0,33.0,0.15488215488215487,0.29891304347826086,0.03367003367003367,0.008417508417508417,0.005050505050505051,0.0,0.0,74.25,0.8013468013468014,11.5,11.223972332015812,43.18616600790517,12.34308300395257,13.68391304347826,9.958346640316204,11.968310276679837,11.090909090909092,7.310588932806324,5.0
957,2941.0,1.0,222.0,6.0,8.0,32.0,24.0,4.0,4.0,0.0,5.625,7.0,0.21875,13.0,0.40625,0.0,0.0,54.75,8.0,26.461056290329758,4.527692569068709,26.0,3.0,85.0,13.0,0.14414414414414414,0.75,0.036036036036036036,0.013513513513513514,0.0045045045045045045,0.0,0.0,31.714285714285715,0.8063063063063063,4.571428571428571,14.705623553189966,40.76222307602538,16.446582536428263,12.131081033596727,12.121236752487656,17.11479420634544,19.67200323334454,9.573069307199175,2.0
958,166.0,1.0,2794.0,112.0,138.0,325.0,97.0,19.0,15.0,4.0,5.421538461538462,84.0,0.25846153846153846,108.0,0.3323076923076923,1.0,0.003076923076923077,143.68421052631578,17.105263157894736,108.97322347670114,9.397058536652533,13.0,2.0,461.0,42.0,0.11632068718682892,0.29846153846153844,0.049391553328561204,0.007516105941302791,0.00572655690765927,0.0,0.0,24.72566371681416,0.6560486757337151,2.8761061946902657,12.32765667574932,39.69813853434681,13.502882546966871,14.839346049046316,11.607560433099096,13.998139968449735,13.342105263157896,8.272608059658683,83.0
959,817.0,0.0,116.0,4.0,3.0,18.0,16.0,3.0,3.0,0.0,5.166666666666667,7.0,0.3888888888888889,5.0,0.2777777777777778,0.0,0.0,37.333333333333336,6.0,20.07209228976613,3.265986323710904,14.0,2.0,63.0,10.0,0.15517241379310345,0.8888888888888888,0.02586206896551724,0.017241379310344827,0.008620689655172414,0.0,0.0,23.2,0.8017241379310345,3.6,14.705623553189966,40.76222307602538,16.446582536428263,12.131081033596727,12.121236752487656,17.11479420634544,19.67200323334454,9.573069307199175,0.0
960,3061.0,1.0,934.0,27.0,55.0,123.0,54.0,15.0,13.0,2.0,5.943089430894309,33.0,0.2682926829268293,50.0,0.4065040650406504,1.0,0.008130081300813009,60.53333333333333,8.2,29.96635150001118,4.085747585611884,13.0,3.0,134.0,19.0,0.1316916488222698,0.43902439024390244,0.058886509635974305,0.017130620985010708,0.01284796573875803,0.0,0.0,33.357142857142854,0.7591006423982869,4.392857142857142,9.571866666666672,40.68226666666666,9.413333333333332,16.210239999999995,11.502713333333332,11.222746666666666,5.9,6.83,10.0
961,1223.0,1.0,534.0,7.0,17.0,78.0,51.0,5.0,4.0,1.0,5.538461538461538,16.0,0.20512820512820512,29.0,0.3717948717948718,0.0,0.0,106.0,15.8,37.30951621235526,7.138627319029899,50.0,6.0,164.0,28.0,0.14606741573033707,0.6538461538461539,0.031835205992509365,0.011235955056179775,0.0018726591760299626,0.0,0.0,66.75,0.797752808988764,9.75,14.705623553189966,40.76222307602538,16.446582536428263,12.131081033596727,12.121236752487656,17.11479420634544,19.67200323334454,9.573069307199175,6.0
962,2099.0,1.0,672.0,4.0,14.0,112.0,73.0,6.0,6.0,0.0,4.776785714285714,45.0,0.4017857142857143,22.0,0.19642857142857142,0.0,0.0,111.16666666666667,18.666666666666668,40.412113145551906,8.076027626390477,66.0,11.0,192.0,36.0,0.16666666666666666,0.6517857142857143,0.020833333333333332,0.010416666666666666,0.004464285714285714,0.0,0.001488095238095238,134.4,0.8125,22.4,10.154277286135695,54.45544985250737,13.551032448377581,11.195752212389383,9.042137758112094,10.869764011799411,12.25,6.690960176991149,4.0
963,3322.0,1.0,10850.0,300.0,344.0,1608.0,301.0,83.0,79.0,4.0,5.10136815920398,553.0,0.3439054726368159,472.0,0.2935323383084577,0.0,0.0,125.81927710843374,19.397590361445783,96.95262096885489,14.066057375727448,5.0,1.0,554.0,76.0,0.14820276497695853,0.18718905472636815,0.03170506912442397,0.009769585253456222,0.0022119815668202765,0.00018433179723502304,0.00018433179723502304,36.04651162790697,0.7515207373271889,5.3421926910299,11.352426117186202,48.00380670853781,13.792583170112966,12.898692261547687,11.443127043747879,12.780938920649604,13.58433734939759,7.927040336511011,121.0
964,2197.0,1.0,362.0,11.0,14.0,52.0,25.0,5.0,5.0,0.0,5.5,10.0,0.19230769230769232,16.0,0.3076923076923077,0.0,0.0,70.8,10.4,47.830534180583854,7.552483035399682,22.0,3.0,137.0,21.0,0.143646408839779,0.4807692307692308,0.03867403314917127,0.011049723756906077,0.011049723756906077,0.0,0.0,30.166666666666668,0.7845303867403315,4.333333333333333,14.705623553189966,40.76222307602538,16.446582536428263,12.131081033596727,12.121236752487656,17.11479420634544,19.67200323334454,9.573069307199175,7.0
965,451.0,1.0,777.0,8.0,17.0,45.0,37.0,4.0,4.0,0.0,15.933333333333334,12.0,0.26666666666666666,19.0,0.4222222222222222,1.0,0.022222222222222223,193.5,11.25,198.9692187249073,5.11737237261468,30.0,3.0,534.0,16.0,0.05791505791505792,0.8222222222222222,0.021879021879021878,0.003861003861003861,0.001287001287001287,0.0,0.003861003861003861,86.33333333333333,0.842985842985843,5.0,14.705623553189966,40.76222307602538,16.446582536428263,12.131081033596727,12.121236752487656,17.11479420634544,19.67200323334454,9.573069307199175,1.0
966,1356.0,0.0,199.0,2.0,5.0,38.0,31.0,2.0,0.0,2.0,3.973684210526316,17.0,0.4473684210526316,5.0,0.13157894736842105,0.0,0.0,98.5,19.0,10.5,1.0,88.0,18.0,109.0,20.0,0.19095477386934673,0.8157894736842105,0.02512562814070352,0.010050251256281407,0.010050251256281407,0.0,0.0,66.33333333333333,0.7688442211055276,12.666666666666666,14.705623553189966,40.76222307602538,16.446582536428263,12.131081033596727,12.121236752487656,17.11479420634544,19.67200323334454,9.573069307199175,4.0
967,85.0,0.0,1356.0,53.0,104.0,191.0,91.0,8.0,6.0,2.0,4.335078534031414,78.0,0.4083769633507853,35.0,0.18324607329842932,0.0,0.0,166.875,23.875,184.1001340982673,22.751030196454842,5.0,1.0,512.0,64.0,0.14085545722713863,0.47643979057591623,0.07669616519174041,0.005162241887905605,0.014749262536873156,0.0007374631268436578,0.0007374631268436578,25.11111111111111,0.7190265486725663,3.5370370370370368,13.842068965517242,45.3948275862069,14.186206896551724,9.25913793103448,12.153175862068966,13.960474137931037,19.125,9.487482758620688,28.0
